nombre,categoria,tiempo,dificultad,porciones,ingredientes,pasos,img
PAPAS AL AJO EN FREIDORA DE AIRE,botanas,30 mins,Baja,4,"['20 papas cambray', 'suficiente de aceite de oliva, para macerar las papas', 'suficiente de sal, para macerar las papas', 'suficiente de pimienta, para macerar las papas', '1 cucharada de ajo en polvo', '1/4 tazas de eneldo, para macerar las papas', '1 taza de mantequilla, derretida', '2 cucharadas de ajo, finamente picado', '1/4 cucharaditas de ajo en polvo', '1/4 cucharaditas de pimienta negra', '1/2 tazas de queso parmesano, en polvo', 'al gusto de queso parmesano, rallado, para decorar', 'al gusto de perejil, finamente picado, para decorar']","['Corta las papas cambray por la mitad y pásalas a un tazón.', 'Agrega el aceite de oliva, la sal, la pimienta, el ajo en polvo y el eneldo al tazón de las papas. Deja reposar por 5 minutos.', 'Mientras las papas se marinan, mezcla la mantequilla derretida, el ajo picado , el ajo en polvo, la pimienta negra y el queso parmesano en un tazón. Reserva.', 'Forra la charola de la freidora de aire con aluminio, vierte la mantequilla preparada y coloca las papitas. Cierra.', 'Cocina las papas al ajo en la freidora de aire por 25 minutos.', 'Retira las papas al ajo de la freidora de aire y sirve con queso parmesano rallado y un poco de perejil picado.']",https://cdn7.kiwilimon.com/brightcove/9944/9944.jpg
¿CÓMO HACER GALLETAS DE ARROZ CASERAS?,saludables,30 mins,Baja,15,"['1 taza de arroz para sushi', '2 tazas de agua', '1 cucharada de sal', '4 cucharadas de Aderezo de Mayonesa McCormick® Aceite de almendra', '1/4 tazas de ajonjolí, tostado', '1/4 tazas de fécula de maíz', '2 tazas de arroz inflado', '4 cucharaditas de Aderezo de Mayonesa McCormick® Aceite de almendra', '1/4 tazas de fécula de maíz', '1 yema de huevo, para barnizar']","['En una olla, agrega el arroz, el agua, y la sal. Calienta a fuego alto hasta que el agua hierva. Baja la temperatura, tapa la olla y cocina por 15 minutos, aproximadamente.', 'Retira del calor y enfría.', 'Pasa el arroz a un tazón, agrega el ajonjolí y el Aderezo de Mayonesa McCormick® Aceite de almendra. Mezcla hasta integrar todo.', 'Posteriormente, forma bolitas de arroz con tus manos y pásalas por la fécula de maíz, pues esto ayudará a que compacte mejor y no se deshagan tan fácilmente, aplástalas ligeramente para formar un círculo. Enseguida lleva a una olla a fuego medio con aceite y una vez caliente, fríe las galletas de arroz por 5 minutos, luego retira del fuego y escurre en papel absorbente.', 'Agrega el arroz inflado, el Aderezo de Mayonesa McCormick® Aceite de almendra y la fécula de maíz en un bowl. Mezcla perfectamente hasta que todo se integre perfectamente.', 'Para formarlas: con ayuda de un cortador circular, comienza a formar las galletas apoyándote de una cuchara para compactar mejor, al final barniza con la yema de huevo y hornea a 170 °C por 15 minutos.', 'Sirve las galletas de arroz caseras y acompáñalas con tus toppings favoritos o disfrútalas solas.']",https://cdn7.kiwilimon.com/brightcove/9907/9907.jpg
BOTANA DE SALMÓN AHUMADO,pescados-y-mariscos,,Baja,16,"['4 tazas de queso crema, cortada en cubos, para el dip', '1/2 tazas de aceituna verde, finamente picada para el dip', '3 cucharadas de alcaparras, finamente picadas para el dip', '1/3 tazas de cebollín, finamente picado para el dip', '1 taza de pepino, cortado en cubitos para el dip', '3 cucharadas de mostaza antigua, para dip', '2 cucharadas de salsa macha', '1/4 tazas de ostión ahumado, finamente picado para dip', '1 pizca de sal y pimienta, para dip', '2 aguacates, cortado en láminas', '500 gramos de salmón ahumado, para cubrir el dip', '2 tazas de arúgula, para decorar', 'al gusto de galletas saladas, para acompañar']","['Para el dip, en un bowl mezcla el queso crema con las aceitunas, las alcaparras, el cebollín, el pepino, la mostaza a la antigua, la salsa macha, los ostiones ahumados, sazona con sal y pimienta a tu gusto.', 'Sobre una tabla cubierta con plástico antiadherente, coloca el dip en forma de corona, aplana ligeramente con ayuda de una espátula o plástico, coloca las láminas de aguacate y cubre con más dip, con ayuda del plástico y tus manos forma la corona, reserva en refrigeración durante 20 minutos.', 'Retira de refrigeración cubre con las láminas de salmón, decora con arúgula, limón amarillo, las alcaparras y acompaña con los crotones de pan.']",https://cdn7.kiwilimon.com/brightcove/9905/9905.jpg
SALCHICHAS NAVIDEÑAS,faciles,20 mins,Baja,6,"['2 cucharadas de mantequilla, en cubos medianos', '1/2 tazas de cebolla, finamente picada', '2 tazas de salsa de tomate', '2 cucharaditas de salsa de soya', '2 cucharaditas de salsa inglesa', '1/2 tazas de azúcar mascabado', '1 cucharadita de ajo en polvo', '1 cucharadita de cebolla en polvo', '1/4 tazas de jugo de piña', '1 cucharada de mantequilla, en cubos medianos, para cocer las salchichas', '2 tazas de salchicha coctelera', '1 taza de piña en almíbar, en cubos pequeños', 'suficiente de cebollín, finamente picado']","['Derrite la mantequilla en una olla mediana a fuego medio. Agrega la cebolla y cocina hasta que esté transparente.', 'Añade la salsa de tomate, la salsa de soya, la salsa inglesa, el azúcar mascabado, el ajo en polvo, la cebolla en polvo y el jugo de piña. Cocina por 5 minutos a fuego medio hasta que espese. Reserva.', 'Derrite la mantequilla en una sartén a fuego medio. Agrega las salchichas y cocina por 5 minutos hasta que estén ligeramente doradas. Añade la piña y la salsa. Cocina por 5 minutos más. Reserva.', 'Sirve las salchichas navideñas en un bowl y decora con cebollín finamente picado.']",https://cdn7.kiwilimon.com/brightcove/9885/9885.jpg
TABLA DE QUESO CREMA Y CARNES FRÍAS,botanas,,Baja,8,"['1 cabeza de ajo, a la mitad y a lo largo', '1/4 tazas de aceite de oliva, para el ajo', 'suficiente de sal, para el ajo', '5 tazas de queso crema, en cubos pequeños, a temperatura ambiente', '2 cucharaditas de salsa inglesa', '2 cucharaditas de salsa de soya', '1 cucharadita de ajo en polvo', '1 cucharada de cebollín, finamente picado', '1 taza de prosciutto, en mitades', '1 taza de salami, en mitades', '1/2 tazas de jitomate deshidratado, en tiras delgadas', '1/2 tazas de mermelada de naranja', '1/2 tazas de nuez, finamente picada', 'suficiente de Galletas Crackets®, para acompañar']","['Coloca el ajo en una hoja de aluminio. Baña con el aceite de oliva, agrega sal, envuelve y hornea a 180 °C por 40 minutos. Reserva.', 'En un bowl y con ayuda de un batidor, suaviza el queso crema hasta obtener una pasta suave. Agrega el ajo, aplasta y mezcla hasta incorporar completamente. Agrega salsa inglesa, salsa de soya, ajo en polvo y cebollín. Mezcla muy bien y refrigera por 15 minutos.', 'Sobre una tabla de madera grande y con ayuda de la parte trasera de una cuchara, coloca la mezcla de queso crema formando una especie de pétalos de rosa, uno encima de otro, formando hileras y comenzando por la parte superior de la tabla.', 'Encima del queso y en una mitad de la tabla, agrega el prosciutto enrollado a modo de rosas. Espolvorea con las tiras de jitomate deshidratado. En la otra mitad de la tabla, agrega el salami doblado a la mitad. Agrega cucharadas de mermelada encima y espolvorea con la nuez.', 'Sirve la tabla de queso crema y carnes frías y acompaña con Galletas Crackets®.']",https://cdn7.kiwilimon.com/brightcove/9876/9876.jpg
RECETA DE DIP DE CEBOLLA,botanas,1h,Baja,10,"['3 cucharadas de mantequilla', '2 cebollas, grande', '1/4 tazas de Kikkoman® salsa de soya', '2 cucharadas de azúcar mascabado', '1 taza de crema ácida', '3/4 tazas de queso crema, suave', '1/2 cucharaditas de ajo en polvo', '1/4 cucharaditas de pimienta blanca', '1 cucharadita de cebolla en polvo', 'suficiente de Kikkoman® salsa de soya', '1/2 tazas de tallo de cebolla cambray, picados', 'suficiente de tallo de cebolla cambray, picados, para decorar', 'suficiente de ajonjolí negro, para decorar', 'suficiente de papas fritas, chips, simples', 'suficiente de tostadita de pan']","['Calienta una olla a fuego medio-bajo y agrega la mantequilla, la cebolla, el azúcar mascabado y Kikkoman® Salsa de soya. Mueve constantemente hasta que el volumen haya reducido un 75% y el color se torne marrón intenso. Retira del calor y reserva. Deja enfriar a temperatura ambiente.', 'Coloca las cebollas caramelizadas, la crema ácida, el queso crema, el ajo en polvo, la pimienta blanca y la cebolla en polvo en un tazón y mezcla perfectamente con una espátula. Sazona con un poco de Kikkoman® Salsa de soya y agrega los tallos de cebolla cambray picados.', 'Sirve el dip de cebolla en un tazón, espolvorea con tallos de cebolla cambray y ajonjolí y acompaña con papas fritas y tostaditas de pan.']",https://cdn7.kiwilimon.com/brightcove/9875/9875.jpg
ROSCA DE DIP PICOSITO,botanas,10 mins,Baja,10,"['2 cucharadas de mantequilla', '1 taza de cebolla', '1 cucharada de ajo', '1 1/2 tazas de tocino, picado', '1 taza de chile serrano, picado', '3 tazas de queso crema', '1 1/2 tazas de queso cheddar', '1 cucharadita de paprika', '1 cucharadita de ajo en polvo', '1/2 tazas de cebollín, picado', 'suficiente de sal', 'suficiente de pimienta', '1 frasco de Búfalo® Aceitunas Sin Hueso, 215 g, drenados', 'suficiente de romero, en rama, para decorar', '1/2 tazas de pimiento rojo, en cubitos, para decorar', 'al gusto de galleta, para acompañar']","['Calienta una sartén a fuego medio, agrega la mantequilla, la cebolla y el ajo y sofríe por 3 minutos. Agrega el tocino y cocina por 5 minutos más o hasta que esté dorado. Agrega el chile serrano y cocina por 3 minutos más. Retira y reserva.', 'En un recipiente, coloca el queso crema, el queso cheddar, la paprika, el ajo en polvo, el cebollín y la mezcla de chile serrano que elaboraste previamente. Sazona con sal y pimienta.', 'En una tabla, vierte poco a poco el dip formando una corona. Coloca una hoja de película plástica y termina de formar la corona con tus manos.', 'Refrigera la rosca de dip por 30 minutos.', 'Quita el plástico de la rosca cuidadosamente sobre el plato o tabla donde vas a presentarla para que no tengas que moverla nuevamente.', 'Agrega Búfalo® Aceitunas Sin Hueso, ramas de romero y trocitos de pimiento sobre toda la rosca para darle color.', 'Sirve la rosca de dip picosito y acompaña con galletas.']",https://cdn7.kiwilimon.com/brightcove/9873/9873.jpg
DEDOS DE POLLO Y QUESO,botanas,15 mins,Baja,6,"['2 pechugas de pollo, en tiras delgadas de 10 cm de largo', '2 tazas de leche entera', '2 cucharaditas de salsa picante', '2 bolsas de Ruffles® Queso, de 185 c/u', '4 tazas de harina', '1 cucharadita de ajo en polvo', '1 cucharadita de paprika', '1/4 cucharaditas de polvo para hornear', 'suficiente de sal', 'suficiente de pimienta', '4 huevos, revuelto, para empanizar el pollo', 'suficiente de aceite vegetal, para freír los dedos de pollo', 'suficiente de perejil, finamente picado, para decorar', 'al gusto de salsa picante, para acompañar']","['Agrega el pollo, la leche y la salsa picante en un bowl. Tapa con plástico antiadherente y refrigera por 1 hora.', 'Muele los Ruffles® Queso en un procesador hasta obtener un polvo fino.', 'Coloca los Ruffles® Queso, la harina, el ajo en polvo, la paprika, el polvo para hornear, la sal y la pimienta en un bowl. Mezcla muy bien y reserva.', 'Retira el pollo de la leche, pasa por la mezcla de harina y Ruffles® Queso, luego por la mezcla de huevo y, finalmente, por la mezcla de harina y Ruffles® Queso. Reserva.', 'Fríe los dedos de pollo en una olla a fuego medio con suficiente aceite para fritura profunda de 10 a 12 minutos o hasta que estén dorados y cocidos. Retira del aceite y coloca en un plato con papel absorbente.', 'Sirve los dedos de pollo y queso en una canastilla, decora con perejil y acompaña con salsa picante.']",https://cdn7.kiwilimon.com/brightcove/9860/9860.jpg
TOSTITOS DE TINGA,botanas,20 mins,Baja,8,"['4 jitomates, en cuartos, para la tinga', '1 diente de ajo, para la tinga', '1/4 cebollas, para la tinga', '1 chile morita, limpio e hidratado, para la tinga', '1/4 tazas de chile chipotle adobado, para la tinga', '1/4 tazas de caldo de pollo, para la tinga', 'suficiente de sal, para la tinga', 'suficiente de pimienta, para la tinga', 'suficiente de aceite vegetal', '2 tazas de cebolla, en tiritas, para la tinga', '2 tazas de pollo, cocido y deshebrado', '1 paquete de Tostitos verdes®, de 240 g', '1 taza de frijoles refritos', '1/2 tazas de lechuga romana, en tiras delgaditas', '1 taza de lechuga romana, en tiras delgaditas', 'al gusto de crema, para decorar', 'al gusto de queso fresco, rallado, para decorar']","['Para la tinga: Licúa el jitomate, el ajo, la cebolla, el chile morita, el chile chipotle, el caldo de pollo, la sal y la pimienta durante 3 minutos. Reserva.', 'Calienta el aceite en una cacerola a fuego medio, agrega la cebolla y una vez que esté transparente, vierte la salsa para la tinga. Cocina por 5 minutos y notarás como empezará a tomar un tono más rojo.', 'Añade el pollo, mezcla perfectamente y cocina la tinga por 10 minutos.', 'Unta suficientes frijoles en un Tostito verde®, agrega una capa de lechuga y encima coloca la tinga. Repite el mismo procedimiento hasta terminar con la bolsa de Tostitos verdes®.', 'Monta los tostitos de tinga sobre un plato, acompaña con cebolla morada y decora con crema y queso.']",https://cdn7.kiwilimon.com/brightcove/9857/9857.jpg
DIP DE POLLO Y QUESO,botanas,20 mins,Baja,6,"['2 cucharadas de mantequilla, clarificada', '1/4 tazas de cebolla, finamente picada', '1/2 tazas de tocino de pavo, en cubos pequeños', '2 tazas de pechuga de pollo, cocida y picada en cubos pequeños', '2 tazas de queso crema, bajo en grasa', '1 taza de queso manchego, deslactosado, rallado', '1/2 tazas de crema ácida, deslactosada', '2 cucharadas de mayonesa, baja en grasa', '1 cucharadita de salsa inglesa', '1 cucharadita de salsa de soya', '1 cucharadita de ajo en polvo', '1/4 tazas de chiles jalapeños en vinagre, finamente picados', 'suficiente de sal', 'suficiente de pimienta', 'al gusto de cebollín, finamente picado, para decorar', 'al gusto de Sabritas® Receta Crujiente Flamin Hot, para dipear']","['Derrite la mantequilla en una sartén a fuego medio, después agrega la cebolla y el tocino y cocina de 5 a 8 minutos. Incorpora el pollo y cocina por 5 minutos más o hasta que esté dorado. Retira y deja enfriar.', 'Licúa el queso crema, el queso manchego, la crema ácida, la mayonesa, la salsa inglesa, la salsa de soya y el ajo en polvo por 5 minutos o hasta obtener una mezcla tersa.', 'Coloca la mezcla previamente licuada en un bowl. Agrega el pollo previamente dorado, el chile jalapeño, la sal y la pimienta y mezcla muy bien con una espátula.', 'Coloca el dip de pollo y queso en un refractario o un bowl para emplatar, luego decora con cebollín y dipea con Sabritas® Receta Crujiente Flamin Hot.']",https://cdn7.kiwilimon.com/brightcove/9855/9855.jpg
ROSCA DE FRUTAS LOCAS,botanas,15 mins,Baja,8,"['10 chiles guajillos, limpio y desvenado, para el chamoy', '1 taza de concentrado de tamarindo, para el chamoy', '1/2 tazas de agua, para el chamoy', '2 1/2 tazas de azúcar mascabado, para el chamoy', '1/4 tazas de jugo de limón, para el chamoy', '1 cucharada de sal, para el chamoy', '1 1/2 tazas de chile en polvo, para el chamoy', '1 taza de haba, picosa, sin cascara, para formar la rosca', '1 taza de cacahuate enchilado, para formar la rosca', '1 taza de pepita, pelada, para formar la rosca', '1 taza de garbanzo, enchilado, para formar la rosca', '1 taza de churrito, para formar la rosca', '1 taza de gomita enchilada, para formar la rosca', '1 taza de botana, de maíz, para formar la rosca', '1/2 tazas de jícama, rallada, para acompañar', '1/2 tazas de piña, en cubos medianos, para acompañar', '1/2 tazas de mango, en cubos medianos, para acompañar', '1/4 tazas de bolitas de chamoy, para decorar', 'suficiente de chamoy en polvo, para decorar', 'suficiente de chamoy líquido, para decorar']","['Mezcla el chile guajillo, el concentrado de tamarindo y el agua en una olla a fuego medio y cocina durante 5 minutos o hasta que la mezcla hierva. Retira del fuego.', 'Licúa la mezcla a velocidad máxima, calienta a fuego medio, añade el azúcar mascabado, el jugo de limón y la sal; con ayuda de una pala de madera integra bien todos los ingredientes y cocina por 5 minutos o hasta obtener una mezcla homogénea, espesa y brillante.', 'Deja enfriar por 10 minutos, luego vierte la mezcla en un bowl y añade el chile en polvo. Mezcla de forma envolvente hasta que todo se integre a la perfección.', 'Incorpora las habas, los cacahuates, las pepitas, los garbanzos, los churritos, las gomitas de chile y la botana de maíz e integra todo con mucho cuidado.', 'Vierte la mezcla a un molde de plástico redondo, previamente engrasado, y reposa por 30 minutos o hasta que esté firme y pueda desmoldarse.', 'Coloca la jícama, la piña y el mango en el centro de la rosca de frutas.', 'Decora la rosca de frutas locas con bolitas de chamoy, espolvorea con chamoy en polvo y baña con chamoy líquido.']",https://cdn7.kiwilimon.com/brightcove/9844/9844.jpg
TARTA DE QUESO Y FRUTOS ROJOS,recetas-navidenas,45 mins,Baja,4,"['500 gramos de harina', '230 gramos de mantequilla, a temperatura ambiente y en cubos medianos', '1 cucharada de azúcar', '1 cucharadita de sal', '1 taza de leche entera', '1 yema de huevo', 'suficiente de harina, para extender la masa', '1/2 tazas de Mermelada Smucker’s® de mora azul', '1/2 tazas de Mermelada Smucker’s® de frambuesa', '1/2 tazas de Mermelada Smucker’s® de fresa', '1 taza de nuez, troceada', '2 tazas de queso brie, en rebanadas', '1/4 tazas de tomillo fresco, solo las hojas', 'al gusto de tomillo fresco, para decorar']","['Para la masa: Utiliza una batidora para mezclar la harina, la mantequilla, el azúcar y la sal hasta obtener una masa arenosa. Agrega la leche entera, la yema de huevo y mezcla durante 5 minutos, hasta obtener una masa uniforme. Envuelve la masa para tarta con plástico antiadherente y refrigera por una hora.', 'Coloca la masa sobre papel encerado y extiende con un rodillo hasta tener un grosor de 2 mm. Refrigera por 15 minutos. Coloca sobre un molde rectangular para tarta previamente engrasado con mantequilla y enharinado.', 'Sobre la base de tarta, coloca un pedazo de papel encerado lo suficientemente grande como para cubrir el fondo y las paredes de la tarta y añade frijoles secos, granos de arroz o algún tipo de material que tenga peso y se pueda hornear. De esta manera, la tarta mantendrá su forma, quedará compacta y no crecerá demasiado.', 'Hornea la base de tarta a 180 °C por 20 minutos. Retira del horno y quita las semillas. Reserva.', ""En un bowl, mezcla Mermelada Smucker's® de mora azul, Mermelada Smucker's® de frambuesa, Mermelada Smucker's® de fresa y nuez hasta integrar. Agrega sobre la tarta precocida, agrega rebanadas de queso Brie y tomillo fresco. Hornea la tarta de queso y frutos rojos a 180 °C por 15 minutos."", 'Sirve la tarta de queso y frutos rojos sobre una tabla y decora con tomillo fresco.']",https://cdn7.kiwilimon.com/brightcove/9845/9845.jpg
¿CÓMO HACER DIP DE QUESO CREMA Y POLLO?,botanas,,Baja,2,"['1 taza de pollo, cocido y deshebrado', '1 1/2 tazas de queso crema, a temperatura ambiente, picado en cubos', '1 cucharada de aceite de oliva', '1 cucharadita de orégano', '1 cucharadita de ajo en polvo', '2 cucharadas de cebollín, finamente picado', 'al gusto de sal', 'al gusto de pimienta', 'al gusto de galletas saladas, para acompañar']","['Mezcla el pollo, el queso cema, el aceite de oliva, y el orégano, el ajo en polvo y el cebollín en un bowl, después sazona con sal y pimienta.', 'Incorpora perfectamente todos los ingredientes y mezcla con una cuchara.', 'Sirve el dip de queso crema y pollo en un refractario pequeño y acompaña con galletas saladas.']",https://cdn7.kiwilimon.com/brightcove/9833/9833.jpg
MAC AND CHEESE CON CHEETOS,pastas,20 mins,Baja,6,"['1 1/2 paquetes de Cheetos® Blazin Cruncheese, de 230 g c/u', 'suficiente de agua, para la pasta', 'suficiente de sal, para la pasta', '1 paquete de pasta fusilli, de 500 g', '3 cucharadas de mantequilla', '1/2 tazas de cebolla, finamente picada', '1/2 tazas de harina', '1 1/2 tazas de leche', 'suficiente de sal', 'suficiente de pimienta', '2 tazas de queso cheddar, rallado', '1 cucharada de mostaza Dijon', '1 1/2 tazas de tocino, finamente picado', '1 paquete de Cheetos® Blazin Cruncheese, de 230 g, para decorar']","['Licúa los Cheetos® Blazin Cruncheese a velocidad media hasta pulverizar completamente. Reserva.', 'Calienta el agua en una olla a fuego medio-alto y una vez que rompa hervor, sazona con suficiente sal. Posteriormente, agrega la pasta fusilli y cocina por 8 minutos o conforme las instrucciones del paquete. Escurre y reserva.', 'Derrite la mantequilla en una sartén a fuego medio y acitrona la cebolla. Agrega la harina y mueve constantemente para evitar que se queme. Cuando se dore, vierte la leche poco a poco e integra con un batidor globo. Mezcla constantemente y sazona con sal y pimienta.', 'Cocina por 5 minutos. Añade el queso cheddar, la mostaza, los Cheetos® Blazin Cruncheese pulverizados y el tocino. Mezcla perfectamente, cocina por 2 minutos y reserva.', 'Integra el mac and cheese de forma envolvente con la salsa caliente y reserva.', 'Sirve el mac and cheese con Cheetos en un plato hondo y decora con Cheetos® Blazin Cruncheese.']",https://cdn7.kiwilimon.com/brightcove/9827/9827.jpg
SÁNDWICH DE POLLO FRITO CON QUESO,carnes-y-aves,25 mins,Baja,4,"['4 medias pechugas de pollo , sin piel y sin hueso, ligeramente aplanadas', '2 tazas de leche entera, para el pollo', '2 cucharadas de salsa picante, para el pollo', '4 tazas de harina, para el pollo', '1 cucharada de ajo en polvo, para el pollo', '1 cucharada de paprika, para el pollo', '1 cucharada de pimienta negra, para el pollo', 'suficiente de sal, para el pollo', '1/4 cucharaditas de polvo para hornear, para el pollo', 'suficiente de huevo, para el pollo', 'suficiente de aceite, para freír el pollo', '8 rebanadas de pan de caja', '8 cucharadas de Aderezo de Mayonesa Guacamole McCormick®', 'suficiente de queso cheddar', 'suficiente de mantequilla, para dorar el pan', 'al gusto de Aderezo de Mayonesa Guacamole McCormick®, para acompañar']","['Agrega las pechugas de pollo, la leche y la salsa picante en un bowl. Posteriormente, tapa con plástico y deja marinar en refrigeración por 30 minutos.', 'Mezcla la harina, el ajo en polvo, la paprika, la pimienta negra, la sal y el polvo para hornear en un bowl, luego mezcla con un tenedor. En otro bowl, coloca el huevo. Saca el pollo de la leche y pasa por la mezcla de harina, luego pasa por el huevo y, por último, otra vez por la harina. Reserva.', 'Fríe cada una de las pechugas por 10 minutos en una olla con aceite caliente a fuego medio-alto. Retira y coloca en un plato con papel absorbente.', 'En una tabla, coloca cada rebanada de pan y unta con el Aderezo de Mayonesa Guacamole McCormick®. En 4 de las rebanadas, coloca una pechuga de pollo frita y queso cheddar. Tapa con las otras rebanadas de pan y reserva.', 'Calienta la mantequilla en una parrilla a fuego medio, dora cada uno de los sándwiches de pollo frito con queso y reserva.', 'Sirve el sándwich de pollo frito con queso en una tabla y acompaña con Aderezo de Mayonesa Guacamole McCormick®.']",https://cdn7.kiwilimon.com/brightcove/9804/9804.jpg
ALITAS RELLENAS,botanas,10 mins,Baja,4,"['2 tazas de queso crema, en cubos medianos', '1 cucharadita de ajo en polvo', 'suficiente de sal', 'suficiente de pimienta', '8 chiles jalapeños, limpios', '8 alitas de pollo, sin hueso', '1 taza de harina', 'suficiente de sal', 'suficiente de pimienta', '4 cucharadas de paprika', '4 huevos, revueltos', '1 taza de pan molido', 'suficiente de aceite vegetal, para freír las alitas', 'suficiente de salsa de mango habanero , para las alitas', 'al gusto de aderezo, para acompañar', 'al gusto de zanahoria, en tiras, para acompañar', 'al gusto de apio, en tiras, para acompañar']","['En un bowl, mezcla el queso crema, el ajo en polvo, la sal y la pimienta hasta suavizar. Rellena cada uno de los chiles con la mezcla y reserva. Posteriormente, introduce el chile jalapeño en la alita, pero si el orificio es pequeño, corta el chile para que quepa bien y no se salga. Repite este paso con todas las alitas.', 'Mezcla la harina, la sal, la pimienta y la paprika en un bowl. Pasa las alitas por esta mezcla, cubriendo perfectamente.', 'Calienta el aceite en una cacerola a fuego medio-alto y fríe las alitas por 10 minutos o hasta que estén bien doradas. Retira del fuego.', 'Coloca las alitas rellenas en un bowl, vierte la salsa de mango habanero y mezcla.', 'Sirve las alitas rellenas en un plato y acompaña con aderezo, zanahoria y apio.']",https://cdn7.kiwilimon.com/brightcove/9802/9802.jpg
PASTEL DE SINCRONIZADAS,faciles,20 mins,Baja,4,"['16 tortillas de harina', '400 gramos de jamón de pierna', '12 queso manchego, rebanado', '2 tazas de queso asadero, rallado', '3 jitomates', '1/4 cebollas', '1 chile jalapeño rojo', '1 chile serrano', '1/4 tazas de cilantro, finamente picado', '1/4 tazas de jugo de limón', 'suficiente de sal']","['Coloca una cama de tortillas de harina sobre un refractario, luego cubre con una capa de jamón de pierna, una capa de queso manchego y espolvorea con queso asadero. Posteriormente, cubre con otra capa de tortillas, jamón, queso manchego, queso asadero, tortillas y termina con una capa de queso manchego y asadero.', 'Hornea el pastel de sincronizadas a 180 °C por 20 minutos o hasta que esté bien dorado.', 'Para el pico de gallo: Corta el jitomate en cubos pequeños, pica la cebolla finamente, el chile jalapeño y por último el chile serrano. Coloca en un bowl y mezcla con el cilantro, el jugo de limón y sazona con sal. Mezcla y reserva.', 'Sirve el pastel de sincronizadas en el mismo refractario y decora con el pico de gallo formando pentágonos, como los de un balón. Disfruta caliente.']",https://cdn7.kiwilimon.com/brightcove/9741/9741.jpg
ROSCA DE PALOMITAS Y M&M'S,postres,10 mins,Baja,18,"['2 tazas de chocolate blanco, sin azúcar, 32% cacao, finamente picado', 'suficiente de agua, para derretir el chocolate', '4 tazas de palomitas, naturales', ""1 taza de M&M's® Mega Bag"", '1/4 tazas de pretzels salados', '1/4 tazas de cacahuate', ""1/2 tazas de M&M's® Mega Bag""]","['En una olla a baño maría, calienta el chocolate por 10 minutos o hasta que se derrita completamente. Mezcla con una espátula para derretir por completo y que no queden grumos. Reserva.', 'Coloca las palomitas, los M&M’s® Mega Bag, los pretzeles y los cacahuates en un bowl, luego báñalos con el chocolate y mezcla con una espátula. Coloca en un molde de rosca con plástico adherente, cubriendo todo completamente. Refrigera la rosca de palomitas por 30 minutos.', ""Voltea, sirve la rosca de palomitas y M&M's en un platón y decora con M&M's® Mega Bag.""]",https://cdn7.kiwilimon.com/brightcove/9713/9713.jpg
CLUB SÁNDWICH DE ATÚN,pescados-y-mariscos,6 mins,Baja,2,"['1/2 tazas de mayonesa, para el aderezo', '1/4 tazas de chile chipotle, para el aderezo', '1/2 tazas de crema ácida, para el aderezo', '3 cucharadas de mostaza, para el aderezo', 'suficiente de sal, para el aderezo', 'suficiente de pimienta, para el aderezo', '2 tazas de atún, drenado', '2 cucharadas de mantequilla, para el pan, para el club sándwich', 'suficiente de pan de caja, sin orillas, para el club sándwich', '1 taza de lechuga, troceada, para el club sándwich', '1 taza de espinaca, para el club sándwich', '1 taza de queso fresco, en tiras, para el club sándwich', '1 taza de jitomate, en rodajas, para el club sándwich']","['Para el aderezo: agrega la mayonesa, el chile chipotle, la crema, la mostaza, la sal y la pimienta en un bowl. Integra perfectamente hasta obtener una mezcla homogénea. Una vez integrados los ingredientes, añade el atún y mezcla nuevamente.', 'Derrite mantequilla en un grill, coloca dos tapas del pan de caja y tuesta por 3 minutos de un solo lado, hasta que se marque el grill y esté doradito. Reserva.', 'Coloca la tapa de pan que anteriormente se tostó sobre una tabla o superficie limpia y comienza a armar el club sándwich de atún: Inicia colocando una capa de lechuga, posteriormente la mezcla del atún y luego una capa de espinacas, queso fresco y jitomate.', 'Coloca una tapa de pan de caja sin dorar y repite el proceso anterior, termina con la otra tapa que anteriormente doraste. Coloca unos palillos de brocheta y realiza un corte en diagonal para obtener dos triángulos.', 'Coloca el club sándwich de atún en un plato y acompaña con una bebida gaseosa.']",https://cdn7.kiwilimon.com/brightcove/9674/9674.jpg
