nombre,categoria,tiempo,dificultad,porciones,ingredientes,pasos,img
AGUACATES RELLENOS DE CEVICHE CON HABANERO,ensaladas,,Baja,4,"['400 gramos de pescado blanco, cortado en cubos', '1/2 tazas de jugo de limón', '1/4 tazas de jugo de naranja', '1/2 cucharadas de aceite de oliva', '1 pepino, con cáscara, cortado en cubitos', '2 tomatillos, cortado en cubitos', '1 jitomate, cortado en cubitos', '2 chiles habaneros, finamente picado', '1/4 cebollas moradas, finamente picada', '1/2 tazas de piña, cortada en cubitos', '1/4 tazas de cilantro fresco, finamente picado', '1 cucharada de vinagre de manzana', '1/2 cucharaditas de sal', '1 cucharadita de pimienta blanca, molida', '2 Aguacate de México', '1 rábano, cortado en rebanadas delgadas, para decorar']","['En un tazón marina el pescado con el jugo de limón, el jugo de naranja y el aceite de oliva en refrigeración alrededor de 20 minutos.', 'Retira el pescado de refrigeración y mezcla con el pepino, el tomatillo, el jitomate, el chile habanero, la cebolla morada, la piña, el cilantro, el vinagre de manzana y sazona con sal y pimienta blanca.', 'Corta los aguacates por la mitad, retira la semilla y la cáscara, rellena cada mitad con el ceviche y decora con rábanos.']",https://cdn7.kiwilimon.com/brightcove/5402/5402.jpg
ARROZ PRIMAVERA,guarniciones,20 mins,Baja,8,"['2 cucharadas de aceite vegetal', '1/2 tazas de cebolla, finamente picada', '1 diente de ajo, finamente picado', '2 tazas de arroz, remojado en agua y escurrido', '4 tazas de caldo de pollo', 'pizcas de sal', '1/2 tazas de zanahoria, cortada en cubos pequeños', '1/2 tazas de pimiento morrón rojo, cortado en cubos pequeños', '1/2 tazas de chícharo, precocido', '1/2 tazas de grano de elote amarillo, drenado', '2 cucharadas de cilantro, finamente picado', 'suficiente de cilantro, para decorar']","['Calienta el aceite en una cacerola a fuego medio y sofríe la cebolla y el ajo, cuando tengan un color transparente, agrega el arroz. Mueve cuidadosamente con una palita de madera para evitar que se rompan los granos de arroz y no se pegue. Cocina hasta que esté semidorado.', 'Agrega el caldo de pollo, la sal, la zanahoria, el pimiento morrón, el chícharo, el grano de elote y el cilantro, después mueve con una cuchara para integrar todos los ingredientes. Reduce el fuego a nivel bajo, tapa y cocina por 20 minutos o hasta que se evapore el agua y el arroz esté cocido. Retira del fuego.', 'Sirve el arroz primavera en un plato extendido y decora con hojas de cilantro.']",https://cdn7.kiwilimon.com/brightcove/9085/9085.jpg
FRIJOLES CON VENENO,guarniciones,45 mins,Baja,8,"['suficiente de agua, hirviendo, para la carne', '800 gramos de costilla de cerdo, en trozos', '1/2 cebollas, para cocinar la carne', 'suficiente de sal de grano, para cocinar la carne', '6 chiles anchos, sin rabo ni semillas, hidratados en agua caliente', '4 chiles guajillos, sin rabo ni semillas, hidratados en agua caliente', '2 dientes de ajo', '1 1/2 tazas de jugo de naranja, sin semillas', '1/4 tazas de vinagre de manzana', '1 cucharadita de comino, entero', '1 cucharada de orégano', '2 hojas de laurel', '3 tazas de frijoles bayos, enteros y cocidos', '1/2 cebollas, para los frijoles', '1 diente de ajo, para los frijoles', '1/2 tazas de caldo de pollo, para los frijoles', 'suficiente de sal, para sazonar', 'suficiente de pimienta, para sazonar', '3 cucharadas de manteca de cerdo, para cocinar', 'al gusto de cilantro, para acompañar', 'al gusto de tortillas de harina, para acompañar']","['Coloca la costilla de cerdo con maciza, la cebolla y suficiente sal de grano en una olla con suficiente agua hirviendo, tapa y cocina a fuego medio por 30 minutos. Una vez que la carne esté cocida, retira y corta en cubos pequeños. Reserva.', 'Licúa los chiles anchos, los chiles guajillo, el ajo, el jugo de naranja, el vinagre de manzana, el comino, el orégano, el laurel, suficiente sal y pimienta hasta integrar muy bien los ingredientes. Reserva.', 'Derrite una cucharada de manteca en una cacerola o sartén profundo y dora la carne en cubos a fuego medio por 3 minutos. Vierte el adobo, integra y cocina hasta que hierva, moviendo constantemente. Retira del fuego y reserva.', 'Licúa los frijoles bayos con la cebolla, el ajo y el caldo de pollo hasta obtener una mezcla tersa.', 'Derrite manteca en una cacerola, cocina a fuego medio bajo los frijoles molidos y de 2 a 3 cucharadas del adobo con un poquito de carne, Mezcla hasta pintar y sazona con sal y cocina hasta que los frijoles espesen. Sirve los frijoles con veneno, agrega un poco de carne con adobo, acompaña con cilantro y tortillas de harina.']",https://cdn7.kiwilimon.com/brightcove/8807/8807.jpg
PAPA A LA HUANCAÍNA,guarniciones,23 mins,Baja,4,"['suficiente de agua, para cocinar las papas', '3 papas blancas', '2 cucharadas de aceite vegetal, para el aderezo', '1/2 tazas de cebolla morada, finamente picada, para el aderezo', '2 dientes de ajo, para el aderezo', '3 tazas de pimiento morrón naranja, limpias, sin semillas, cortadas en trozos grandes, para el aderezo', '1/2 tazas de leche, para el aderezo', '1 taza de queso fresco, puedes utilizar queso panela', '1/2 tazas de aceite vegetal, para el aderezo', '1/4 tazas de galletas saladas, para el aderezo', 'suficiente de huevo, duro, en mitades, para acompañar', 'suficiente de aceituna negra, cortado, para decorar', 'suficiente de ensalada, verde, para acompañar']","['En una ollita con suficiente agua cocina las papas a fuego medio por aproximadamente 20 minutos, procura que la burbuja del agua se mantenga pequeña, sí en necesario baja la temperatura.', 'Una vez cocidas las papas, retira del fuego, escurre y enfría ligeramente. Corta las papas en rodajas medianas sobre una tabla, reserva hasta su uso.', 'En un sartén caliente agrega el aceite vegetal, sofríe la cebolla junto con el ajo, añade el pimiento morrón naranja y cocina por 3 minutos o hasta que la piel del pimiento comience a dorarse. Retira del fuego y licúa junto con la leche, el queso doble crema, el aceite vegetal y las galletas saladas hasta integrar por completo.', '¡Sirve! Coloca las papas en rodajas una sobre otra en un plato extendido, vierte el aderezo, agrega el huevo duro en mitades y la aceituna negra para decorar. Acompaña con ensalada verde.']",https://cdn7.kiwilimon.com/brightcove/6940/6940.jpg
RISOTTO ALFREDO,guarniciones,20 mins,Baja,4,"['1/2 tazas de Bionda® requesón', 'suficiente de aceite de oliva', '2 cucharadas de mantequilla, en cubos', '3/4 tazas de cebolla, finamente picada', '2 cucharadas de ajo, finamente picado', '1 1/2 tazas de arroz arborio, o arroz para risotto', '1 taza de vino blanco', 'suficiente de sal', 'suficiente de pimienta blanca', '4 tazas de caldo de pollo, de preferencia hacerlo desde cero, debe estar hirviendo y bien sazonado', '2 cucharadas de mantequilla, en cubos', '3/4 tazas de queso parmesano, rallado', '2 pechugas de pollo, parrilladas, cortadas en tiras', 'suficiente de hoja de albahaca, para decorar']","['Calienta una sartén semiprofunda a temperatura media, luego vierte el aceite de oliva y la mantequilla, espera unos segundos hasta que esta se funda y entonces agrega la cebolla y el ajo, cocina por 3 minutos para sofreír. Agrega el arroz arborio, ideal para risotto, y continúa sofriendo. Menea cada 20 segundos, aproximadamente, pero dale tiempo entre cada meneada, ya que si lo haces sin parar corres el riesgo de que no quede con la textura adecuada.', 'Agrega el vino blanco y sazona con sal y pimienta. Deja evaporar casi por completo, pues se debe observar húmeda la preparación. Agrega un cucharón del caldo de pollo hirviendo y mueve el arroz hasta que se consuma casi por completo, posteriormente, agrega otro cucharón de caldo y repite la operación. Realiza esto moviendo continuamente, hasta que observes el grano casi cocido (al dente).', 'Cuando el risotto esté en este punto, agrega más mantequilla, el queso parmesano y Bionda® Requesón. Mueve ligeramente para mezclar un poco.', 'Sirve de inmediato el risotto Alfredo, agrega las pechugas de pollo parrilladas, decora con albahaca y disfruta caliente.']",https://cdn7.kiwilimon.com/brightcove/8776/8776.jpg
CALABACITAS CON TOCINO Y QUESO,guarniciones,17 mins,Baja,4,"['4 calabazas', 'suficiente de aceite vegetal', '1 taza de cebolla, picada', '1 cucharada de ajo, picado', '2 tazas de tocino, picado', 'al gusto de sal', 'al gusto de pimienta', '4 cucharadas de crema ácida', '2 tazas de queso manchego, rallado']","['Corta las calabazas en cubos medianos.', 'Calienta una sartén a temperatura media, vierte un poco de aceite y cocina la cebolla y el ajo. Espera un par de minutos y agrega el tocino, cocina por 5 minutos más, hasta que esté ligeramente dorado. Después agrega las calabazas y cocina por 8 minutos más y no olvides sazonar con sal y pimienta.', 'Retira la sartén del calor y vierte las calabazas en un refractario o molde apto para el horno.', 'Agrega la crema y el queso rallado a las calabazas.', 'Derrite en el microondas por 2 minutos.', 'Disfruta las calabacitas con tocino y queso solas o con el platillo que más disfrutes.']",https://cdn7.kiwilimon.com/brightcove/8739/8739.jpg
¿CÓMO HACER TEMPURA JAPONESA?,guarniciones,4 mins,Baja,2,"['1 paquete de Champiñones baby Freshly® by Eva®, 250 g', '1 3/4 tazas de harina', '1/4 tazas de fécula de maíz', '1/2 cucharaditas de levadura en polvo', '1 cucharadita de ajo en polvo', '1 cucharadita de sal', '2 tazas de agua', '1 yema de huevo', '3 cubos de hielo', 'suficiente de aceite en aerosol, para freír', 'al gusto de salsa de soya, para acompañar', 'suficiente de cebollín, finamente picado, para acompañar']","['Mezcla la harina con la fécula de maíz, la levadura en polvo, el ajo en polvo y la sal en un tazón, integra por completo y reserva. Para esta mezcla es recomendable utilizar harina con menos gluten, por ello se agrega fécula de maíz a la mezcla, además, recuerda que la tempura es una mezcla muy ligera y fina. También es común agregar azúcar para que dore más la masa o sustituir la levadura en polvo por polvo para hornear, pero estos últimos ingredientes no son necesarios, sino a tu gusto.', 'En otro tazón con agua mezcla la yema de huevo y el hielo, e integra con un batidor globo. El hielo es para asegurar la temperatura del agua y, por consiguiente, que la masa se pegue muy bien a los Champiñones baby Freshly® by Eva®. Si lo deseas, también puedes poner el agua en el refrigerador desde una noche antes. Además, hay quien sustituye el agua por agua mineral, aunque la manera tradicional será siempre el uso de agua natural bien fría.', 'Agrega la harina de golpe y mezcla sin mover demasiado, pues el movimiento es uno de los factores que activa el gluten en la harina, lo que trae como resultado una mezcla más chiclosa que crujiente. Es normal si quedan grumos, por eso no te espantes si tu mezcla se ve así, pues es mejor a batir demasiado.', 'Antes de rebozar los Champiñones baby Freshly® by Eva® en la tempura, calienta el aceite. El aceite de girasol, el aceite de oliva o el aceite de cacahuate son los más comunes para la fritura de tempura, así que puedes usar cualquiera de ellos. Usa abundante aceite para evitar que los vegetales caigan al fondo de la olla y pierdan la masa de la tempura, si tienes freidora es muy buen momento para usarla, si no, utiliza una cacerola profunda. Como dato, el aceite deberá estar entre 170 °C y 180 °C.', 'Es momento de freír los Champiñones baby Freshly® by Eva®. Toma un champiñón, sumérgelo en la mezcla de la tempura y fríe en aceite de girasol cuidando la temperatura. Su cocción no deberá de tomar más de 4 minutos y hay que subir o bajar el fuego de ser necesario. Recuerda no saturar el aceite con demasiados champiñones, para evitar que se amontonen y muévelos solo hasta que comiencen a dorarse, antes de ello no lo hagas para evitar que se despegue la tempura, que aún se encontrará blanda.', 'Saca los champiñones con una cuchara espumadera o cuchara escurridora cuando los notes duros, crujientes y ligeramente dorados. Escúrrelos en una rejilla, nunca en un plato con papel absorbente de cocina, porque la cobertura se pondrá blanda de absorber su propio vapor de agua. Sirve los champiñones tempura de inmediato, acompaña con salsa de soya y cebollín picado.']",https://cdn7.kiwilimon.com/brightcove/8735/8735.jpg
FRIJOL CON PUERCO Y PICO DE GALLO,platos-fuertes,1h 10 mins,Baja,4,"['1 kilo de frijol negro, remojado', 'suficiente de agua, para cocer el frijol', '1/4 cebollas, para cocer el frijol', '1/2 cabezas de ajo, para cocer el frijol', '500 gramos de pulpa de cerdo', '250 gramos de codillo de cerdo', '250 gramos de espinazo de cerdo', 'suficiente de sal', '1 ramita de epazote', 'suficiente de pico de gallo, para acompañar', 'suficiente de rabanito, rebanados, para acompañar', 'suficiente de tortillas de maíz', 'suficiente de cilantro, finamente picado, para decorar']","['Cocina los frijoles a presión con suficiente agua y una cebolla por 40 minutos aproximadamente. Espera a que se vaya la presión y abre la olla.', 'Agrega la pulpa, el espinazo y el codillo de cerdo a la olla, luego agrega sal y cierra. Cocina por 20 minutos más.', 'Una vez que se haya ido la presión, abre y agrega una ramita de epazote. Cocina por 10 minutos más, ya sin la tapa.', 'Sirve el frijol con puerco acompañado de pico de gallo, rabanitos y tortillas. Decora con cilantro.']",https://cdn7.kiwilimon.com/brightcove/8431/8431.jpg
PURÉ DE PAPA ESTILO KFC,guarniciones,20 mins,Baja,6,"['6 papas, medianas', 'suficiente de agua, para cocinar las papas', 'suficiente de sal, para cocinar las papas', '2 tazas de crema para batir', '1/4 tazas de mantequilla, en cubos', '1/8 cucharaditas de nuez moscada', 'suficiente de sal', '1/2 tazas de queso crema, en cubos, a temperatura ambiente', 'suficiente de gravy, puede ser de res o de pavo, para acompañar']","['Pela y corta las papas en trozos medianos.', 'Coloca las papas en una cacerola con suficiente agua, agrega sal y una vez que el agua suelte el hervor, cocina por 20 minutos hasta que estén muy suaves. Escurre y reserva.', 'Calienta la crema para batir con la mantequilla, la nuez moscada y suficiente sal en una olla pequeña por 8 minutos a fuego medio bajo. Mezcla con un batidor globo constantemente para evitar que la crema se pegue. Reserva una vez pasado el tiempo.', 'En un tazón, machaca las papas aún calientes junto con el queso crema con un aplastador de papas, vierte poco a poco la crema para batir caliente y sigue integrando; poco a poco obtendrás la textura deseada, no es necesario agregar todo el líquido si no lo deseas.', 'Sirve el puré de papa cremoso en un tazón para compartir y baña con el gravy de tu preferencia.']",https://cdn7.kiwilimon.com/brightcove/8390/8390.jpg
PASTEL DE PURÉ DE PAPA Y PICADILLO,carnes-y-aves,1h 10 mins,Baja,8,"['1 kilo de papa, peladas y cortadas en cuartos', '1/2 tazas de mantequilla', '1 1/2 tazas de queso asadero, rallado', '1 taza de tocino, frito', 'suficiente de sal y pimienta', '1 cucharada de aceite vegetal', '1/2 tazas de cebolla, finamente picada', '1 diente de ajo, finamente picado', '500 gramos de carne molida de res, para el picadillo', '3 jitomates, para el picadillo, sin cáscara y cortado en cubitos', '1/2 tazas de puré de tomate, para el picadillo', '1 taza de zanahoria, para el picadillo', '1 taza de chícharo, para el picadillo', '1 hoja de laurel, para el picadillo', '1/2 tazas de queso asadero, rallado', 'suficiente de perejil, picado, para decorar']","['Precalienta el horno a 180°C.', 'En una olla con agua hirviendo cocina las papas con sal hasta que estén suaves. Escurre y reserva.', 'En un bowl con ayuda de un machacador aplasta las papas hasta que tengan consistencia de puré. Agrega el queso asadero, la mantequilla, el tocino frito y sazona con sal y pimienta.', 'Para el picadillo, en un sartén a fuego medio calienta el aceite, fríe la cebolla, el ajo, la carne molida y cocina hasta que cambie de color. Incorpora el jitomate y el puré de tomate, cocina unos minutos y añade las zanahorias, los chicharos y el laurel.', 'Continúa la cocción alrededor de 10 minutos o hasta que la carne este completamente cocida y las verduras tiernas. Sazona a tu gusto con sal y pimienta y asegúrate de que el líquido se absorba por completo, para poder armar bien el pastel.', 'En un refractario apto para horno, agrega un poco de puré de papa y extiende. Espolvorea el queso, cubre con el picadillo, añade más queso y termina con otra capa de puré y el queso. Hornea alrededor de 10 minutos.', 'Sirve con perejil picado y disfruta.']",https://cdn7.kiwilimon.com/brightcove/5228/5228.jpg
DELICIOSO PURÉ DE PAPA SIN LÁCTEOS,guarniciones,1h 10 mins,Baja,6,"['6 papas, sin cáscara y cortada en cubos', '3 litros de agua', '2 cucharadas de sal', '2 laurel', '3 cucharadas de aceite de oliva', '1 cucharada de polvo de ajo', '1 cucharada de sal', '1 taza de caldo de verduras', '1/4 tazas de perejil, finamente picado', '1 cucharada de pimienta', 'suficiente de perejil, picado, para servir']","['Cocina las papas en una olla con agua hirviendo, un poco de sal y el laurel hasta que estén muy suaves. Retira y cuela.', 'En una olla a fuego medio, calienta el aceite de oliva y cocina las papas un minuto, agrega el ajo en polvo, la sal, el caldo de verduras, el perejil. Con ayuda de un machacador forma el puré hasta obtener una mezcla suave. Retira y reserva.']",https://cdn7.kiwilimon.com/brightcove/4674/4674.jpg
¿CÓMO HACER UN ARROZ A LA MEXICANA PERFECTO?,guarniciones,21 mins,Baja,6,"['1 taza de arroz', 'suficiente de agua, caliente, para remojar el arroz', '1/4 cebollas', '2 jitomates, en cuartos', '1 1/2 tazas de caldo de pollo', 'suficiente de sal', '2 cucharadas de aceite vegetal', '1 diente de ajo, sin cáscara', 'suficiente de jugo de limón, sólo unas gotas', '1 chile cuaresmeño', '4 ramas de cilantro', '1/2 tazas de zanahoria, precocida, en cubos pequeños', '1/2 tazas de chícharo, precocido']","['Coloca el arroz en un tazón, luego vierte agua caliente hasta cubrir por completo y deja reposar el arroz 15 minutos para que el grano se ablande. Una vez pasado el tiempo, escurre y enjuaga en agua fría las veces que sean necesarias, hasta que el agua salga lo más clara posible. Este paso te ayudará a reducir la cantidad de almidón en el arroz para que este no quede pegajoso, además, al consumirlo será más digerible. Deja secar lo más posible el arroz, si es necesario colócalo sobre papel absorbente.', 'Licúa la cebolla, el jitomate, el caldo de pollo y suficiente sal. Reserva.', 'Vierte un poco de aceite vegetal en una cacerola, este ingrediente ayudará a que no se te pegue el arroz. Coloca el diente de ajo y, a fuego medio, cocina hasta que se dore ligeramente. Será momento de agregar el arroz, cocina por aproximadamente 2 minutos moviendo ocasionalmente para que se dore de manera uniforme. ¡En la cocina hay muchos sonidos! Aprende a diferenciar el sonido del arroz cuando ya se encuentra dorado, pues al estarlo se escucha similar al sonido de lluvia. Una vez que el arroz se doró, exprime unas gotas de limón, te ayudará a que el arroz se esponje y al mismo tiempo, no se pegue.', 'Baja la flama y vierte lo licuado. ¡Es el momento ideal para saborizar el arroz! Agregar alguna hierba o ingrediente extra, como un chile cuaresmeño y algunas ramas de cilantro, además de que podrás rectificar la sazón con un poco de sal. Una vez que comience a hervir el caldo, tapa la cacerola y cocina por 18 minutos a fuego muy bajo.', 'Destapa la cacerola, notarás que gran cantidad del agua ya se evaporó, después agrega la verdura precocida. Puedes mover un poco para integrar, pero sólo un poco, vuelve a tapar y cocina por 3 minutos más. Apaga el arroz y reposa si destapar por 5 minutos más. Pasado el tiempo de reposo, puedes servir el arroz.']",https://cdn7.kiwilimon.com/brightcove/8295/8295.jpg
ENSALADA DE ARROZ PRIMAVERA,guarniciones,20 mins,Baja,6,"['1 1/2 tazas de arroz salvaje', '3 tazas de agua', 'pizcas de sal', '1 cucharada de vinagre de manzana, para la vinagreta', '1 cucharada de jugo de limón, para la vinagreta', '1 cucharadita de jengibre, rallado, para la vinagreta', '1/2 cucharaditas de ajo en polvo, para la vinagreta', 'pizcas de sal, para la vinagreta', 'al gusto de pimienta, para la vinagreta', '1/2 tazas de aceite de oliva, 0 1/4 para una vinagreta mas ligera', '1 taza de pimiento morrón rojo, en cubos medianos', '1 taza de ejote, blanqueado, en trozo', '1/2 tazas de zanahoria, rallada', '1/2 tazas de grano de elote amarillo', '1/2 tazas de arándano', '1/2 tazas de semilla de girasol, tostada', '1/2 tazas de pistache, tostado', '1/4 tazas de cilantro, finamente picado', 'Error in CompositeNameSpanish::metric NIL', 'al gusto de pimienta', 'al gusto de ajonjolí garapiñado, o natural para un acompañamiento mas ligero']","['Agrega el arroz y el agua a una olla, calienta hasta que hierva, añade sal, baja la temperatura y tapa. Cocina por aproximadamente 20 minutos o hasta que el agua se haya consumido casi por completo. Retira del calor y enfría el arroz.', 'Mientras se enfría el arroz, prepara la vinagreta. Mezcla el vinagre, el jugo de limón, el jengibre rallado, el ajo en polvo, la sal y la pimienta en un tazón. Después agrega el aceite de oliva en forma de hilo mientras bates, para formar una emulsión. Reserva.', 'Una vez que el arroz este frío, añade el ejote, la zanahoria, los granos de elote amarillo, los arándanos, la semilla de girasol, el pistache y el cilantro. Sazona con sal y pimienta, vierte solo algunas cucharadas de la vinagreta al gusto. Mezcla cuidadosamente.', 'Sirve la ensalada en un tazón y acompaña con ajonjolí caramelizado.']",https://cdn7.kiwilimon.com/brightcove/8163/8163.jpg
RAJAS CREMOSAS CON CHAMPIÑONES,guarniciones,20 mins,Baja,6,"['5 chiles poblanos', '2 cucharadas de sal de mar, para los chiles', '2 cucharadas de aceite vegetal', '1/4 tazas de cebolla, finamente picada', '1 cucharada de ajo, finamente picado', '1 1/2 tazas de champiñón, en cuartos', '1/2 tazas de grano de elote amarillo, de lata, sin líquido', '1 1/2 tazas de crema ácida', '1/2 tazas de leche', 'al gusto de sal', 'al gusto de pimienta', '1/2 tazas de queso panela, en cubos']","['Asa los chiles poblanos sobre una parrilla a fuego directo y mueve constantemente hasta que todas las partes hayan tomado un tono oscuro. Una vez que cambien de color, coloca los chiles en una bolsa de plástico y agrega la sal de mar hasta cubrir por completo. Refrigera por 15 minutos para que los chiles “suden” y sea más fácil retirar la piel.', 'Pasado el tiempo de reposo, limpia los chiles con ayuda de un cuchillo para retirar la piel, si es necesario colócalos debajo del chorro de agua fría. Una vez limpios, abre de manera vertical, retira las semillas y las venas, y corta las rajas de medio centímetro de grosor. Reserva.', 'En un sartén con aceite vegetal caliente sofríe la cebolla y el ajo hasta que tengan un tono brillante. Después agrega los champiñones, cocina a fuego medio hasta que comiencen a reducir su tamaño. Añade las rajas de chile poblano y los granos de elote; cocina por 3 minutos más.', 'Baja la flama e integra la crema ácida y la leche, sazona con sal y pimienta; cocina por 6 minutos más. Agrega el queso panela, mezcla, cocina por 2 minutos más y retira del fuego.', 'Sirve inmediatamente y acompaña con totopos recién hechos.']",https://cdn7.kiwilimon.com/brightcove/7973/7973.jpg
ALUBIAS CON CHORIZO,faciles,1h 5 mins,Baja,6,"['2 tazas de alubia', 'suficiente de agua', 'suficiente de sal', '3 chiles guajillos, hidratados, limpios', '2 jitomates', '1/4 cebollas', '1 diente de ajo', 'al gusto de sal', '1/2 tazas de papa, en cuadritos', '1/2 tazas de zanahoria, en cuadritos', 'suficiente de aceite, para freír el chorizo', '1 taza de chorizo']","['Coloca las alubias en una olla de presión, añade agua y sal, cocina por 25 minutos. Cuela y reserva.', 'Licúa los chiles previamente hidratados, el jitomate, la cebolla, el ajo y la sal. Reserva.', 'En un sartén agrega el aceite y fríe el chorizo, agrega la zanahoria y la papa, la salsa de chiles previamente colada. Cocina por 5 minutos, añade las alubias y cocina por 15 minutos más.', 'Sirve caliente y disfruta.']",https://cdn7.kiwilimon.com/brightcove/7919/7919.jpg
JALAPEÑOS RELLENOS DE CHORIZO,guarniciones,15 mins,Baja,4,"['1/2 tazas de Salsa Teriyaki Kikkoman®, para el relleno', '8 chiles jalapeños', 'suficiente de agua, para el chile jalapeño', '1 cucharada de vinagre blanco, para el chile jalapeño', '2 cucharadas de aceite vegetal, para el relleno', '2 cucharadas de ajo, finamente picado, para el relleno', '2 tazas de chorizo, desmoronado, para el relleno', '1/4 tazas de cacahuate, finamente picado, para el relleno', '1 cucharada de jugo de limón, sin semillas, para el relleno', 'al gusto de pimienta, para el relleno', '1 taza de queso cheddar, rallado, para el relleno', '1 taza de harina, para rebozar', '2 huevos, para rebozar', '1 taza de panko, para rebozar', 'suficiente de aceite vegetal, para freír', 'suficiente de queso cheddar, rallado, para decorar', 'al gusto de cebollín, finamente picado, para decorar', 'al gusto de salsa macha, para acompañar']","['Para el chile cuaresmeño. Con ayuda de un cuchillo, corta los chiles jalapeños a lo largo de manera que quede una abertura suficientemente larga para poder rellenarlos; quita venas y semillas para limpiar el chile. Reserva.', 'Hierve suficiente agua en una olla a flama alta, una vez que comience a tener una burbuja pequeña, baja la flama, vierte el vinagre y cocina los chiles cuaresmeños por 5 minutos; una vez que los chiles se encuentren blanditos, retira del fuego, escurre y seca perfectamente con un trapito de algodón para quitar el exceso de agua. Reserva.', 'Para el relleno. En una sartén con el aceite vegetal caliente, sofríe el ajo a fuego medio bajo hasta que tome un tono brillante. Agrega el chorizo y el cacahuate y cocina hasta dorar; vierte la Salsa Kikkoman® Teriyaki, agrega el cebollín y el jugo de limón; sazona con pimienta y cocina por 5 minutos sin dejar de mover. Deja enfriar ligeramente.', 'Rellena los chiles cuaresmeños con la mezcla anterior, agrega un poco de queso cheddar y cierra con ayuda de palillos. Repite hasta terminar con el relleno.', 'Una vez cerrado los chiles, pasa por la harina, el huevo y cubre con el panko. Fríe en aceite vegetal caliente, escurre en papel absorbente.', 'Sirve los chiles en un plato botanero, decora con cebollín y acompaña con salsa macha y Salsa Kikkoman® Teriyaki.']",https://cdn7.kiwilimon.com/brightcove/7870/7870.jpg
GRATÍN DE CHAYOTE,saludables,23 mins,Baja,6,"['1 taza de crema ácida, reducida en grasa, para la salsa', '1/2 tazas de queso requesón, bajo en grasa, para la salsa', '2 1/2 tazas de espinaca, hojas, hervida en agua caliente, para la salsa', '1 cucharadita de ajo en polvo, para la salsa', '1 cucharadita de cebolla en polvo, para la salsa', '1 cucharada de eneldo fresco, seco, para la salsa', 'al gusto de sal, para la salsa', 'al gusto de pimienta, para la salsa', '5 chayotes', 'suficiente de agua, para los chayotes', '1 cucharadita de sal, para los chayotes', '2 cucharadas de aceite de aguacate', '2 tazas de calabacita, en cuartos', '2 tazas de brócoli, cocido, en piezas pequeñas', '1 taza de queso mozzarella, rallado', '1/4 tazas de queso parmesano, rallado', '2 cucharadas de perejil fresco, finamente picado']","['Licúa la crema ácida con el requesón, espinaca hervida, ajo en polvo, cebolla en polvo y eneldo hasta obtener una mezcla ligeramente espesa. Sazona con sal y pimienta. Reserva.', 'Retira la piel del chayote con un pelapapas, corta a lo largo de manera que obtengas láminas de 0.5 centímetros de grosor.', 'Hierve agua en una olla, agrega la sal y cocina los chayotes rebanados por 3 minutos, o hasta que el color del chayote sea más intenso. Escurre las láminas de chayote y enfría directo en agua con hielo o en chorro de agua fría. Escurre nuevamente sobre papel absorbente.', 'Precalienta el horno a 180 °C.', 'Vierte un poco de aceite de aguacate en un refractario de 11 x 22 cm apto para hornear. Coloca las láminas de chayote hasta cubrir toda la superficie, baña con la salsa de espinaca y coloca el brócoli hervido, la calabaza y el queso mozzarella rallado. Repite hasta obtener 2 o 3 capas. Termina con más salsa, queso parmesano y perejil picado. Hornea por 15 minutos a 180 °C.', 'Retira del horno y sirve caliente, es perfecto como plato principal o como guarnición.']",https://cdn7.kiwilimon.com/brightcove/7860/7860.jpg
TORTITAS DE PAPA CON CHORIZO,platos-fuertes,30 mins,Baja,4,"['suficiente de agua, para cocer la papa', '3 papas, pelada y en cubos medianos', 'al gusto de sal, para cocer la papa', '1 taza de chorizo, en cubos pequeños', '2 cucharadas de mantequilla, derretida, para la papa', '1/4 cebollas, finamente picada, para la papa', '1 cucharada de ajo, finamente picado, para la papa', '4 cucharadas de pan molido, para la papa', '1/4 tazas de fécula de maíz, para la papa', '1 huevo, para la papa', 'al gusto de sal, para la papa', 'al gusto de pimienta, para la papa', '2 huevos, para el huevo', '1/4 tazas de leche, para el huevo', '1 taza de harina, para el rebozado', '1 taza de pan molido, para el rebozado', 'al gusto de aceite vegetal, para freír las tortitas', 'al gusto de hoja de cilantro, para decorar', 'suficiente de salsa verde, para acompañar']","['En una olla con agua caliente cocina la papa por 25 minutos o hasta que estén suaves y sazona con sal. Escurre y reserva.', 'En un sartén fríe el chorizo por 5 minutos o hasta que esté dorado a fuego medio. Coloca en un plato con papel absorbente y reserva.', 'En un bowl agrega las papas con la mantequilla derretida y aplasta hasta formar un puré. Agrega la cebolla, el ajo, el pan molido, la fécula de maíz, el huevo, el chorizo frito, sazona sal y pimienta, y mezcla hasta integrar todo. Una vez integrada la mezcla, forma las tortitas con ayuda de tu mano.', 'Mezcla el huevo con la leche en un plato. Coloca la harina y el pan molido en platos extendidos separados. Pasa las tortitas primero por la harina, después por el huevo (con leche) y por último, por el pan molido.', 'En un sartén con suficiente aceite caliente, fríe las tortitas por 5 minutos a fuego medio bajo hasta dorar.', 'Sirve en un plato extendido y decora con salsa verde y hojas de cilantro.']",https://cdn7.kiwilimon.com/brightcove/7813/7813.jpg
