nombre,categoria,tiempo,dificultad,porciones,ingredientes,pasos,img
LICOR DE CAFÉ,bebidas,10 mins,Baja,8,"['1 1/2 tazas de café expreso', '1 1/2 tazas de azúcar morena', '1 raja de canela', '750 mililitros de alcohol de caña']","['Calienta el café expreso, la azúcar morena y la raja de canela en una olla a fuego medio por 10 minutos. Se formará una especie de jarabe. Deja enfriar en un bowl por 1 hora.', 'Cuando el jarabe esté frío, agrega el alcohol de caña y mezcla muy bien.', 'Sirve el licor de café en un vaso con hielo y disfruta.']",https://cdn7.kiwilimon.com/brightcove/9562/9562.jpg
CAFÉ TRES LECHES,bebidas,,Baja,1,"['18 cucharadas de café molido, para preparar en tu Royal prestige® Barista', '9 tazas de agua', '1/4 tazas de leche evaporada', '1/4 tazas de crema para batir', '2 cucharadas de dulce de leche', '1 cucharada de caramelo, líquido', 'suficiente de hielo', 'al gusto de dulces de caramelo, para decorar']","['Agrega el café al Royal Prestige® Barista.', 'Añade agua y tapa con el pistón levantado.', 'Alinea el ícono de calentar con el pico servidor.', 'Abre la válvula y calienta a fuego medio-alto hasta que silbe y retira inmediatamente del fuego.', 'Deja reposar por 2 minutos y empuja el pistón lentamente hasta llegar al fondo.', 'Cierra la válvula, gira al ícono de servir y espera a que se enfríe.', 'Vierte el caramelo líquido en un vaso.', 'Añade el hielo y 1 taza de café frío.', 'Mezcla la leche evaporada, la crema y el dulce de leche en un tazón.', 'Vierte en el vaso.', 'Decora el café tres leches y disfruta.']",https://cdn7.kiwilimon.com/brightcove/9523/9523.jpg
ATOLE DE NARANJA,bebidas,10 mins,Baja,4,"['1 taza de agua, tibia', '1 taza de Mermelada Smucker’s® de naranja', '250 gramos de masa de maíz nixtamalizado, preparada, sin manteca', '2 tazas de agua', '1 taza de leche, tibia', '1 cucharada de cúrcuma', '2 clavos de olor', 'suficiente de naranja, para decorar (en rebanadas)']","[""Vierte el agua tibia y la Mermelada Smucker's® de naranja en un bowl. Posteriormente, disuelve muy bien la mermelada con ayuda de una cuchara."", 'Vierte el agua con la Mermelada Smucker’s® de naranja disuelta en una olla mediana, añade las especias y la cáscara de naranja. Calienta por unos minutos.', 'Vierte la leche tibia en una bowl y agrega la masa de maíz poco a poco, disolviéndola completamente. Una vez disuelta toda la masa, vierte la preparación en la olla que contiene la mezcla del agua con mermelada y especias, mezclando constantemente hasta que la preparación se espese. Retira el atole del calor.', 'Cuela el atole de naranja, sirve en tazas y adorna con una rodaja de naranja.']",https://cdn7.kiwilimon.com/brightcove/9492/9492.jpg
MALTEADA NAPOLITANA,bebidas,,Baja,4,"['4 bolas de helado de vainilla bajo en grasa, medianas', '1/2 tazas de leche reducida en grasa, 250 ml', '4 bolas de helado de chocolate bajo en grasa, medianas', '1/2 tazas de leche reducida en grasa, 250 ml', '4 bolas de helado de fresa bajo en grasa, medianas', '1/2 tazas de leche reducida en grasa, 250 ml', '1 Galletas Cremax® de fresa, para decorar', '1 Galletas Cremax® de fresa, para decorar', '1 Galletas Cremax® de vainilla, para decorar', 'suficiente de fresa, para decorar', '1 cucharadita de chispas de chocolate, amargo al 70 %, sin azúcares añadidos, para decorar']","['Licúa el helado de vainilla bajo en grasa con la leche reducida en grasa hasta obtener una mezcla cremosa. Repite con el helado de chocolate y el de fresa.', 'Arma la malteada en un vaso alto, intercala los sabores de la malteada sirviendo suavemente para evitar que se mezclen, pues la idea es formar capas y figuras garigoleadas con los sabores.', 'Corta las Galletas Cremax® de chocolate, las Galletas Cremax® de fresa y las Galletas Cremax® de vainilla a la mitad.', 'Decora la malteada napolitana con Galletas Cremax® de vainilla, Galletas Cremax® de fresa, Galletas Cremax® de chocolate, fresas y chispas de chocolate.']",https://cdn7.kiwilimon.com/brightcove/9392/9392.jpg
¿CÓMO HACER ESQUIMOS CASEROS?,bebidas,,Baja,2,"['2 tazas de hielo', '1/2 tazas de leche evaporada', '3/4 tazas de leche entera', '2 cucharadas de leche en polvo', '1/4 tazas de azúcar', '3 cucharadas de Cocoa Alcalina NESTLÉ® Chocolatería', 'suficiente de Chocolate Con Leche NESTLÉ® Chocolatería, derretido, para acompañar', 'suficiente de Chocolate Con Leche NESTLÉ® Chocolatería, en trozos, para decorar']","['Licúa los hielos, la leche evaporada, la leche entera, la leche en polvo, el azúcar y la Cocoa Alcalina NESTLÉ® Chocolatería, únicamente hasta deshacer un poco el hielo, pero deben quedar trocitos visibles (2 minutos aproximadamente).', 'Pasa esta mezcla a un vaso y bate con un espumador eléctrico o un batidor globo por 3 minutos, hasta que espume muy bien y los trocitos de hielo terminen de deshacerse.', 'Vierte el Chocolate Con Leche NESTLÉ® Chocolatería derretido en un vaso grande, vierte el esquimo y agrega trocitos de Chocolate Con Leche NESTLÉ® Chocolatería.']",https://cdn7.kiwilimon.com/brightcove/9235/9235.jpg
RECETA DE TINTO DE VERANO,bebidas,,Baja,4,"['2 limones, sin semilla', '1 naranja', '1 limón amarillo', 'suficiente de hielo', '3 tazas de refresco de limón', '3 tazas de vino tinto']","['Corta el limón, la naranja y el limón amarillo en rodajas.', 'Añade los hielos en una jarra de 1.5 litros, agrega los cítricos en rodajas y llena hasta la mitad con el refresco de limón.', 'Vierte el vino tinto hasta llenar la jarra, mezcla con una cuchara y deja enfriar.', 'Sirve el tinto de verano en una copa, ¡te encantará!']",https://cdn7.kiwilimon.com/brightcove/9211/9211.jpg
¿CÓMO HACER CHAMOY PARA MICHELADAS?,bebidas,25 mins,Baja,4,"['1 taza de dulce de tamarindo', '1/2 tazas de chamoy', '1/2 tazas de chile en polvo', '1 taza de azúcar', '1/4 tazas de jugo de limón', 'suficiente de ajonjolí garapiñado', 'suficiente de jugo sazonador', 'suficiente de salsa inglesa', 'suficiente de jugo de limón', 'suficiente de salsa picante', 'suficiente de jugo de tomate con almejas', 'suficiente de cerveza']","['Agrega el dulce de tamarindo y el chamoy en una olla, luego cocina por 15 minutos o hasta que el dulce se derrita.', 'Agrega el chile en polvo, el chamoy en polvo, el azúcar y el jugo de limón, después mueve con ayuda de una cucharita de madera. Mezcla y cocina a fuego medio, pero el tiempo de cocción depende del tipo de chamoy que quieras hacer. Si es para acompañar fruta y verdura, cocina por 5 minutos. Si el chamoy es para escarchar y para micheladas, entonces cocina a fuego medio-bajo por 10 minutos o hasta tener la consistencia deseada.', 'Para escarchar una michelada: vierte en chamoy en un plato y sumerge para cubrir la orilla del mismo, luego llena con cerveza y disfruta.']",https://cdn7.kiwilimon.com/brightcove/9154/9154.jpg
RECETA DE CLERICOT,bebidas,,Baja,6,"['1/4 sandías, sin cáscara', '1/4 melones, sin semillas ni cáscara', '1 pera', '2 manzanas, roja y amarilla', '6 tazas de refresco de limón', '3 tazas de agua mineral', '750 mililitros de vino tinto', 'suficiente de hielo, en cubos', 'suficiente de limón, en rodajas, para decorar']","['Pica la sandía, el melón y la pera en cubos. También corta la manzana en rodajas, pero deja la cáscara para mayor color y sabor; no olvides retirar el corazón.', 'Vierte la fruta en una jara con una capacidad de 6 litros, después añade el refresco de limón, el agua mineral y el vino tinto. Integra muy bien.', 'Sirve hielos en un vaso, luego la fruta envinada y añade el clericot. Decora con rodajas de limón.']",https://cdn7.kiwilimon.com/brightcove/9082/9082.jpg
HORCHATA DE AVENA,bebidas,,Baja,4,"['1 taza de avena', '2 agua', '1 lata de leche evaporada', '3/4 tazas de azúcar', '1 raja de canela', '2 cucharaditas de extracto de vainilla']","['Verter la leche evaporada junto con una raja de canela en un vaso de licuadora.', 'Agregar la avena Quaker ®, agua, el azúcar y el extracto de vainilla.', 'Licuar hasta integrar todo por completo.', 'Colar para evitar que se vayan trozos de canela.', 'Agregar hielos.', 'Servir muy fría y adornar con más hojuelas de avena.']",https://cdn7.kiwilimon.com/brightcove/313/313.jpg
RECETA DE CANTARITOS LOCOS,bebidas,,Baja,6,"['1 taza de pulpa de tamarindo, líquida, ideal para escarchar', '1/2 tazas de chile en polvo, para escarchar', '1 naranja, para cortar en gajos', '1 toronja, para cortar en gajos', 'suficiente de hielo', '2 limones, sin semillas', '1 cucharadita de sal', '1/4 tazas de jugo de naranja, sin semillas', '1/4 tazas de jugo de toronja, sin semillas', '1/4 tazas de tequila blanco', 'suficiente de refresco de toronja', 'suficiente de naranja, en cuartos, escarchada con chile para decorar', 'suficiente de toronja, en rodajas cortadas en cuartos, para decora']","['Coloca la pulpa de tamarindo en un plato extendido, enseguida pasa el cantarito boca abajo hasta cubrir la orilla perfectamente. Posteriormente, pasa el cantarito sobre un plato con chile en polvo para escarchar. Reserva.', 'Corta cada extremo de la naranja y retira la cáscara, luego desliza el cuchillo cuidadosamente por cada gajo para obtener solo la fruta y repite el mismo procedimiento con la toronja. Reserva.', 'Coloca el hielo en el cantarito ya escarchado con tamarindo y chile, exprime el limón, agrega la sal, el jugo de naranja, el jugo de toronja, el tequila, los gajos de naranja y toronja al gusto y rellena con el refresco de toronja. Finalmente, mezcla muy bien con ayuda de una cuchara o agitador.', 'Decora el cantarito con más rodajas de naranja escarchada y toronja. Disfruta.']",https://cdn7.kiwilimon.com/brightcove/8996/8996.jpg
LASAÑA DE ATÚN CON VERDURAS,pastas,38 mins,Baja,6,"['4 latas de Atún Herdez® en agua , 90 g cada unidad', '2 cucharadas de aceite de oliva', '1/2 tazas de cebolla, finamente picada', '1 cucharadita de ajo, finamente picado', '1 taza de elote amarillo', '1/2 tazas de chícharo', '3/4 tazas de puré de tomate', 'suficiente de sal', 'suficiente de pimienta', '1 paquete de pasta para lasaña, precocida', '1 taza de crema', '2 tazas de queso manchego, rallado', 'suficiente de hoja de albahaca']","['Drena el Atún Herdez® en agua quitando muy bien todo el líquido. Reserva.', 'Agrega el aceite de oliva en una sartén y sofríe la cebolla y el ajo, cuando cambien de color agrega el atún drenado y deja cocinar por 4 minutos. Agrega el elote, el chícharo y el puré de tomate a la misma sartén, luego sazona con sal, pimienta y cocina por 4 minutos más. Reserva.', 'Para armar la lasaña: coloca una capa de pasta de lasaña en un refractario, posteriormente agrega una capa del relleno de atún, dos cucharadas de crema cubriendo el atún y posteriormente el queso rallado. Repite hasta cubrir todo el molde, terminando con capa de queso.', 'Hornea la lasaña de atún a 180 °C por 30 minutos.', 'Sirve la lasaña de atún con verduras en el mismo refractario y decora con hojas de albahaca.']",https://cdn7.kiwilimon.com/brightcove/8994/8994.jpg
MALTEADA DE FRESA CON BROWNIE,bebidas,25 mins,Baja,4,"['1 caja de Duncan Hines® chewy fudge brownie, para el brownie', '1 huevo, para el brownie', '1/4 tazas de agua, para el brownie', '1/4 tazas de aceite vegetal, para el brownie', '6 bolas de helado de fresa, para la malteada', '2 tazas de fresa, cortadas en cuartos, para la malteada', '1/2 tazas de leche evaporada, para la malteada', '4 cucharadas de leche en polvo', '1 taza de fresa, enteras, tamaño pequeño, bonitas, para decorar', 'suficiente de crema batida, para decorar', 'suficiente de chocolate, derretido, para decorar', 'suficiente de chispas de chocolate, para decorar']","['Vacía el contenido Duncan Hines® chewy fudge brownie en un bowl, después agrega el huevo, el agua, el aceite vegetal y mezcla con ayuda de un batidor globo.', 'Pasa la mezcla de Duncan Hines® chewy fudge brownie a una charola o refractario engrasado y hornea a 165 °C por aproximadamente 25-30 minutos. Retira del horno y deja enfriar a temperatura ambiente.', 'Mientras, prepara la malteada: Licúa el helado de fresa con las fresas, la leche en polvo y la leche evaporada. Recuerda que la malteada debe quedar muy espesa. Mientras está listo el brownie, consérvala en congelación.', 'Corta el brownie Duncan Hines® chewy fudge brownie en cuadros de aproximadamente 3x3 cm.', 'Decora el vaso con chocolate derretido, vierte un poco de la malteada de fresa y añade unos trozos de brownie, vierte un poco de malteada nuevamente, trozos de brownie y así sucesivamente hasta llenar el vaso.', 'Forma una brocheta con fresas y cuadritos de brownie para decorar la malteada, luego añade un poco de crema batida y chispas de chocolate. Coloca un popote y una cuchara larga para disfrutar la malteada de fresa con brownie como más te guste.']",https://cdn7.kiwilimon.com/brightcove/8761/8761.jpg
AGUA DE ALFALFA,bebidas,,Baja,2,"['1 puño de germen de alfalfa', '1 pepino', '3 centimetros de jengibre', '1 limón, grande', '1/2 manojos de perejil fresco', 'hojas de menta fresca', 'endulzantes sin calorías, o stevia', '500 mililitros de agua', 'hielos']","['Cortar los extremos del pepino y pelarlo.', 'Pelar el jengibre con ayuda de una cuchara.', 'Partir el limón a la mitad, exprimirlo.', 'Servir en un vaso con suficiente hielo.', 'Licuar el germinado, ½ pepino, el jugo de limón, las ramas de perejil, hojas de menta, el endulzante y el agua.']",https://cdn7.kiwilimon.com/brightcove/437/437.jpg
ATOLE DE PIÑA QUE NO SE CORTA,bebidas,15 mins,Baja,6,"['1/2 piñas', '3 tazas de agua', '4 cucharadas de fécula de maíz', '1 taza de agua, para cocinar la piña', '1/2 tazas de azúcar', '1 raja de canela']","['Corta la piña en cubos medianos sobre una tabla, retirando la cáscara perfectamente. Reserva lo equivalente a media taza de la piña que picaste y licúa el resto junto con el agua y la fécula de maíz hasta integrar por completo. Reserva.', 'Agrega la media taza de piña que reservaste en una olla junto con el resto de agua, el azúcar y una raja de canela. Cocina hasta que el líquido hierva, moviendo ocasionalmente.', 'Una vez que el líquido suelte el hervor, vierte lo licuado pasando por un colador. Incorpora y cocina a fuego medio-bajo hasta que el líquido hierva y espese ligeramente.', 'Sirve el atole de piña caliente acompañado de una raja de canela y ¡disfruta!']",https://cdn7.kiwilimon.com/brightcove/8630/8630.jpg
6 JUGOS DETOX,bebidas,,Baja,1,"['1/4 jengibre, Verde quema grasa', '1 limón amarillo, Verde quema grasa', '1/2 tazas de kale, Verde quema grasa', '1/2 tazas de espinaca, Verde quema grasa', '1/4 manojos de perejil, Verde quema grasa', '1 manzana, Verde quema grasa', '2 apios, tallos Verde quema grasa', '1/4 pepinos, Verde quema grasa', '1/8 jengibre, Verde quema grasa', '2 limones, Verde quema grasa', '1/2 pepinos, Verde hidratante', '1 taza de espinaca, Verde hidratante', '1 manzana, Verde hidratante', '1 limón, Verde hidratante', '1 taza de agua de coco, Verde hidratante', '1 taza de piña, Amarillo Energizante', '1 manzana, Amarillo Energizante', '1 rama de menta, Amarillo Energizante', '1 chile serrano, Amarillo Energizante', '2 limones, Amarillo Energizante', '1 betabel, Rojo revitalizante', '1 manzana, Rojo revitalizante', '1 zanahoria, Rojo revitalizante', '1/4 jengibre, Rojo revitalizante', '2 limones, Rojo revitalizante', '1 taza de toronja, Naranja anti antojos', '1 taza de naranja, Naranja anti antojos', '1/4 cucharadas de pimienta cayena, Naranja anti antojos', '1 taza de leche de almendra, Postre saludable', '1 cucharadita de canela, Postre saludable', '1 cucharadita de vainilla líquida, Postre saludable', '1 pizca de sal, Postre saludable', '1/4 tazas de dátil sin hueso, Postre saludable']","['Coloca los ingredientes de cada jugo en un extractor para jugo y procesa. Vierte en un vaso, si es necesario agrega un poco de agua para aligerar.']",https://cdn7.kiwilimon.com/brightcove/3854/3854.jpg
PONCHE,bebidas,,Media,10,"['canela, al gusto', '4 tazas de agua de jamaica', '10 guayabas, cortadas a la mitad', '1 1/2 tazas de tamarindo', '20 tejocotes', '1 taza de pasa', '2 tazas de chabacano, seco', '2 tazas de ciruela pasa', '10 cañas, en trozos', '8 manzanas, en rodajas', 'té negro, al gusto', 'clavos, al gusto']","['Mezclar todos los ingredientes y 15 21 de agua en una olla grande.', 'Cocer a fuego bajo por 1 hora y media.']",https://cdn7.kiwilimon.com/brightcove/1084/1084.jpg
COFFEE TONIC COLD BREW,bebidas,,Baja,1,"['50 gramos de café, San Alberto, molido', '500 mililitros de agua, fría', '150 mililitros de café, cold brew, para el coffee tonic', '50 mililitros de agua tónica, para el coffee tonic', '2 cubos de hielo, para el coffee tonic', '1 limón, rodaja, para el coffee tonic']","['Para el cold brew, en una jarra de vidrio agrega el café molido y enseguida vierte el agua fría sobre él. Revuelve constantemente con ayuda de una cuchara.', 'Tapa la jarra con film estirable y refrigera de 18 a 24 horas. Una vez que se cumplan 12 horas, revuelve nuevamente con la ayuda de una cuchara.', 'Una vez que pase el tiempo mencionado, filtra el líquido con un colador o un filtro de papel. Reserva en refrigeración.', 'Para el coffee tonic, agrega en un vaso 2 cubos de hielo y sirve 50 ml de agua tónica. Añade 150 ml. De cold brew. Decora con una rodaja de limón.']",https://cdn7.kiwilimon.com/brightcove/8587/8587.jpg
HORCHATA DE ALMENDRA CALIENTE,bebidas,10 mins,Baja,4,"['1/4 tazas de almendra', '1/4 tazas de arroz, remojado en agua caliente por 15 minutos y escurre', '4 tazas de leche de almendra', '1 cucharadita de canela en polvo', '1 cucharadita de esencia de vainilla', '2 cucharadas de fruta del monje', 'suficiente de leche de almendra, para escarchar', 'suficiente de canela en polvo, para escarchar']","['Licúa la almendra junto con el arroz, la leche de almendra, la canela en polvo, la esencia de vainilla y la fruta del moje hasta integrar por completo.', 'Vierte lo licuado en una olla, calienta a fuego medio y mueve constantemente para que no se pegue, retira del fuego una vez que el líquido comience a hervir. Reserva caliente.', 'Escarcha un vaso apto para el calor con leche de almendra y canela en polvo, después sirve la horchata de almendra caliente y decora con una rama de canela.']",https://cdn7.kiwilimon.com/brightcove/8557/8557.jpg
¿CÓMO HACER LECHE DORADA?,bebidas,5 mins,Baja,4,"['4 tazas de leche de soya', '5 rebanadas de jengibre', '1/2 cucharaditas de canela', '1 1/2 cucharadas de cúrcuma', 'suficiente de miel, al gusto']","['Calienta la leche de soya en una olla hasta que rompa hervor y después agrega el jengibre, la canela y la cúrcuma. Deja calentando por 5 minutos más.', 'Retira la leche dorada del calor y deja reposar 5 min.', 'Sirve la leche dorada caliente y disfruta.']",https://cdn7.kiwilimon.com/brightcove/8470/8470.jpg
CHOCOLATE CALIENTE PARA NAVIDAD,bebidas,,Baja,2,"['4 tazas de leche de vaca', '1/2 tazas de cocoa en polvo', '1/2 tazas de nutella', '1/2 tazas de azúcar', '1 taza de agua, caliente', 'bombones chicos, blanco', 'jarabes de chocolate', 'crema chantilly']","['En una cacerola agregar el agua, la leche, la cocoa en polvo, nutella y azúcar.', 'Revolver bien con la ayuda de un batidor globo.', 'Servir en vasos y agregar crema chantilly encima.', 'Decorar con bombones y jarabe de chocolate encima.']",https://cdn7.kiwilimon.com/brightcove/3980/3980.jpg
ATOLE DE CEMPASÚCHIL,bebidas,20 mins,Baja,6,"['1 1/2 tazas de flor de cempasúchil, orgánicas', '2 tazas de agua', '8 tazas de leche entera', '150 gramos de masa de maíz, para tortillas', '1 cono de piloncillo, o al gusto, puede ser rallado', '1 raja de canela', '1 cáscara de naranja, sin la parte blanca', 'suficiente de flor de cempasúchil, para decorar', 'suficiente de raja de canela, para decorar']","['Quita los pétalos de las flores hasta obtener 1 ½ tazas y licúalos con el agua hasta moler perfectamente. Reserva.', 'Licúa la leche con la masa de maíz hasta integrar por completo. Reserva.', 'Calienta la leche licuada con la masa en una olla profunda a fuego medio bajo; una vez que comience a tener una burbuja pequeña, añade el piloncillo, la canela en raja y la piel de naranja, y cocina 10 minutos más. Vierte la mezcla de flores e integren perfectamente; cocina hasta obtener la consistencia deseada. Reposa 5 minutos antes de servir.', 'Sirve y decora con pétalos de flores de cempasúchil y canela.']",https://cdn7.kiwilimon.com/brightcove/8246/8246.jpg
¿CÓMO HACER SIDRA DE MANZANA CASERA?,bebidas,,Baja,8,"['4 litros de agua potable, libre de cloro', '2 tazas de azúcar morena, o mascabada', '15 manzanas, pueden ser Golden o Gala, pero es importante que estén dulces.', '1 sobre de levadura para vino, opcional', 'suficiente de agua potable', '1 manta de cielo, o una tela similar']","['Pica las manzanas en trozos más o menos grandes con todo y cáscara, no tienen que ser regulares ni uniformes.', 'Vierte los 4 litros de agua y el azúcar en un recipiente de vidrio, disuelve con una cuchara de madera y después agrega los trozos de manzana, incluyendo los corazones.', 'Disuelve el sobre de levadura en un poco de agua, espera 10 minutos a que se active y vierte en el recipiente de vidrio.', 'Tapa con una manta de cielo y reserva en un lugar seco y oscuro. Remueve la sidra aproximadamente 2 o 3 veces al día, fermenta de 7 a 10 días.', 'Cuela con ayuda de un colador y manta de cielo.', 'Reserva en refrigeración y está lista para tomar.']",https://cdn7.kiwilimon.com/brightcove/8279/8279.jpg
MOJITO DE MANGO BAJO EN CALORÍAS,bebidas,,Baja,1,"['1 limón, sin semillas', '1 mango', '1 rama de hierbabuena', '1 cucharada de sustituto de azúcar', '1/4 cucharadas de chile en polvo', 'suficiente de hielo', '2 onzas de ron blanco', 'suficiente de refresco, de jengibre, bajo en calorías', 'suficiente de hierbabuena, para decorar', 'suficiente de limón, para decorar']","['Corta el limón en cuartos y pica el mango con ayuda de un cuchillo.', 'Coloca las rodajas y el mango en un vaso junto con la hierbabuena, el sustituto de azúcar, el chile en polvo y con ayuda de un mortero presiona para mezclar los jugos de la fruta con el sustituto y liberar el sabor de la hierbabuena.', 'Agrega hielos y el ron, mezcla bien y rellena con el refresco de jengibre bajo en calorías. Decora con más hierbabuena y una rodaja de limón. Disfruta.']",https://cdn7.kiwilimon.com/brightcove/4863/4863.jpg
CHAMPURRADO BAJO EN CALORÍAS,bebidas,20 mins,Baja,4,"['1 taza de leche de soya, baja en calorías', '1/2 tazas de masa de maíz', '4 tazas de leche de soya, baja en calorías', '1 raja de canela', '1 tableta de chocolate, de mesa, sin azúcar', '1/4 tazas de sustituto de azúcar', 'suficiente de canela, para decorar']","['Licúa una taza de leche de soya baja en calorías con la masa de maíz.', 'En una olla a fuego medio calienta el resto de la leche de soya baja en calorías con la raja de canela, agrega la tableta de chocolate sin azúcar y cocina hasta que se disuelva, moviendo constantemente.', 'Vierte la leche con la masa y cocina por 10 minutos más sin dejar de mover, hasta tener una consistencia espesita.', 'Sirve caliente en tazas.']",https://cdn7.kiwilimon.com/brightcove/4865/4865.jpg
ATOLE DE CAFÉ BAJO EN CALORÍAS,bebidas,15 mins,Baja,4,"['1 taza de leche de almendra, baja en calorías', '3 cucharadas de fécula de maíz', '4 tazas de leche de almendra, baja en calorías', '1 raja de canela', '1/4 tazas de sustituto de azúcar', '3 cucharadas de café soluble', 'suficiente de granos de café']","['En una taza, disuelve la fécula de maíz con una taza de leche de almendras baja en calorías.', 'Calienta a fuego bajo el resto de la leche con la raja de canela, agrega el sustituto de azúcar, el café soluble y la leche con la fécula. Cocina por 10 minuto sin dejar de mover, hasta tener una consistencia espesita.', 'Sirve caliente y decora con granos de café.']",https://cdn7.kiwilimon.com/brightcove/4867/4867.jpg
ATOLE DE ARROZ BAJO EN CALORÍAS,bebidas,25 mins,Baja,4,"['1 taza de leche deslactosada, baja en calorías', '2 cucharadas de fécula de maiz', '4 tazas de leche deslactosada', '1/4 tazas de sustituto de azúcar', '1 raja de canela', '1/4 tazas de arroz, enjuagado', 'suficiente de canela, para decorar']","['Disuelve la fécula de maíz en una taza de leche deslactosada baja en calorías.', 'Calienta el resto de la leche, agrega el sustituto de azúcar, la raja de canela y el arroz. Cocina por 15 minutos.', 'Agrega la leche con la fécula y cocina por 10 minutos o hasta que espese y el arroz esté suave.', 'Sirve caliente, decorado con canela en polvo.']",https://cdn7.kiwilimon.com/brightcove/4868/4868.jpg
JUGO PARA MEJORAR LA DIGESTIÓN,bebidas,,Baja,2,"['1/2 tazas de papaya', '1/2 manzanas verdes', '1/4 tazas de apio', '1/4 tazas de perejil', '1/2 tazas de piña, cortada en cubos', '1/4 tazas de menta', '2 1/2 tazas de bebida de aloe vera', '1 plátano', '1 nopal', '1 cucharada de jengibre']","['Agrega al extractor de jugos la papaya, la manzana verde, el apio, el perejil, la piña, la menta, el aloe vera, el plátano, el nopal y el jengibre. Procesa hasta obtener un jugo homogéneo, sirve y disfruta.']",https://cdn7.kiwilimon.com/brightcove/6064/6064.jpg
JUGO ANTI ESTRÉS,bebidas,,Baja,2,"['2 espárragos', '4 zanahorias', '1/4 tazas de espinaca', '1 taza de lechuga', '2 naranjas, sin cáscara']","['Coloca en el extractor de jugos los espárragos, la zanahoria, la espinaca, lechuga y la naranja, procesa hasta obtener un jugo homogéneo.', 'Sirve y disfruta.']",https://cdn7.kiwilimon.com/brightcove/6058/6058.jpg
RECETA DE JUGO ANTIGRIPAL,bebidas,,Baja,2,"['2 guayabas', '2 naranjas, sin cáscara', '2 limones, sin cáscara', '1 cucharada de jengibre', '1 kiwi', '1/2 dientes de ajo', '2 cucharadas de miel de abeja']","['Agrega al extractor de jugos la guayaba, la naranja, el limón, el jengibre, el kiwi y el ajo y procesa hasta obtener un jugo terso.', 'Mezcla el jugo con la miel de abeja, sirve y disfruta.']",https://cdn7.kiwilimon.com/brightcove/6057/6057.jpg
LECHE DE ARROZ CASERA,bebidas,15 mins,Baja,8,"['2 tazas de arroz integral', '8 tazas de agua']","['Calienta una olla a fuego medio y cocina el arroz con el agua, hasta que se suavice.', 'Licúa el arroz con el agua hasta obtener una mexcla homogénea. Con ayuda de una manta de cielo o un trapo limpio y un colador, cuela la preparación hasta extraer todo el líquido.', 'Sirve la leche de arroz en frascos de vidrio y disfruta.']",https://cdn7.kiwilimon.com/brightcove/4788/4788.jpg
LECHE DE COCO CASERA,bebidas,,Baja,4,['2 cocos'],"['Sobre una tabla con ayuda de un destapa corchos, haz un agujero y extrae el agua de coco.', 'Con ayuda de un cuchillo abre el coco, corta la pulpa y retira la cáscara. Licúa la pulpa del coco con el agua que reservaste hasta obtener una mezcla homogénea.', 'Con ayuda de un colador y una manta de cielo, cuela la mezcla anterior, reserva la leche en una botella de vidrio, sirve y disfruta.']",https://cdn7.kiwilimon.com/brightcove/4755/4755.jpg
MARGARITA FRAPPÉ DE PONCHE DE FRUTAS,bebidas,30 mins,Baja,6,"['2 litros de agua, para ponche', '2 rajas de canela, para ponche', '1 piloncillo, para ponche', '1 taza de caña de azúcar, cortada en palitos, para ponche', '1 taza de manzana, cortada en cubos, para ponche', '5 guayabas, pelada y cortada a la mitad, para ponche', '1/2 naranjas, cortada a la mitad, para ponche', '1 taza de tamarindo, pelado', '1/4 tazas de flor de jamaica, para ponche', '2 anís estrella, para ponche', '2 tazas de hielo, para la margarita', '1/2 tazas de tequila, para la margarita', '1/3 tazas de licor de naranja, para la margarita', '4 cucharadas de jugo de limón, para la margarita', '1/4 tazas de piloncillo, rallado, para escarchar', '1/4 tazas de chile en polvo, para escarchar', '4 cucharadas de azúcar, para escarchar', 'suficiente de naranja, para escarchar']","['Para el ponche, en una ollita hierve el agua con la canela, el piloncillo, la caña, la manzana, la guayaba, la naranja, el tamarindo, la flor de jamaica, el anís, hasta que suelten sus sabores, cuela y reserva la fruta separada del ponche. Enfría.', 'Para la margarita, licúa el hielo con 1 taza de ponche de frutas y media taza de la fruta, el tequila, el licor de naranja y el jugo de limón hasta que obtengas una mezcla espesa. Reserva.', 'En un tazón mezcla el piloncillo con el chile en polvo y el azúcar. Escarcha las copas para margarita humedeciendo los bordes con naranja y pasando por la mezcla anterior. Sirve la margarita en las copas y decora con un poco de la fruta que reservaste.']",https://cdn7.kiwilimon.com/brightcove/4644/4644.jpg
CLERICOT NAVIDEÑO,bebidas,,Baja,4,"['2 manzanas', '2 peras', '1/2 melones', '1 taza de uva', '1 taza de fresa', '1 taza de vino tinto', '1/4 tazas de jugo de limón amarillo', '1/4 tazas de jugo de naranja', '1/4 tazas de jarabe natural', 'suficiente de agua mineral', 'suficiente de hielo', 'suficiente de limón amarillo, para decorar']","['Sobre una tabla corta la manzana, el melón y la pera en cubitos; las uvas y las fresas en rebanadas.', 'Coloca las frutas dentro de una jarra y añade el vino tinto, el jugo de limón amarillo, el jugo de naranja, el jarabe natural, y el agua mineral.', 'Sirve con hielo, decora con el limón amarillo y disfruta.']",https://cdn7.kiwilimon.com/brightcove/4618/4618.jpg
